,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
290,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-19,3,Indoor,Hard,1st Round,3,Pratt N.,Osterloh L.,46.0,122.0,481.25,245.5,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.57,2.25,1.65,2.2,1.63,2.2,1.68,2.37,,,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-19,5,200036,5.0,,Pratt N.,R,,AUS,33.9603011636,46.0,481.0,200068,,,Osterloh L.,R,,USA,28.8706365503,122.0,245.0,6-3 6-0,3,R32,,2.0,1.0,40.0,27.0,16.0,10.0,,0.0,1.0,3.0,2.0,51.0,31.0,12.0,8.0,,3.0,9.0
291,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-19,3,Indoor,Hard,1st Round,3,Perry S.,Fedossova Y.,53.0,119.0,449.0,250.25,6.0,7.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.559,2.69,1.55,2.38,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-19,4,201375,6.0,,Perry S.,R,,USA,22.6228610541,53.0,449.0,201430,,LL,Fedossova Y.,R,,FRA,18.636550308,119.0,250.0,6-7(4) 6-3 7-5,3,R32,,5.0,2.0,112.0,73.0,49.0,18.0,,7.0,11.0,5.0,7.0,122.0,66.0,45.0,23.0,,7.0,14.0
292,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-19,3,Indoor,Hard,1st Round,3,Craybas J.,Liggan K.,55.0,229.0,443.5,116.5,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.12,5.65,1.15,5.0,1.188,5.81,,,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-19,8,200754,8.0,,Craybas J.,R,160.0,USA,32.629705681,55.0,443.0,202266,,Q,Liggan K.,U,,IRL,28.038329911,229.0,116.0,6-4 6-4,3,R32,,2.0,4.0,68.0,42.0,31.0,12.0,,4.0,6.0,3.0,3.0,63.0,42.0,25.0,7.0,,6.0,10.0
293,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Spears A.,King V.,138.0,79.0,218.0,347.5,4.0,6.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,2.5,1.5,2.35,1.55,2.35,1.55,2.65,1.571,2.5,1.5,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,9,201401,,Q,Spears A.,U,,USA,25.607118412,138.0,218.0,201447,9.0,,King V.,R,165.0,USA,17.9657768652,79.0,347.0,4-6 6-2 7-6(0),3,R32,,8.0,3.0,100.0,70.0,49.0,17.0,,7.0,9.0,1.0,2.0,95.0,60.0,37.0,19.0,,7.0,10.0
294,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Williams V.,Morigami A.,54.0,65.0,445.0,388.0,6.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.14,5,1.14,5.25,1.17,4.65,1.247,4.65,1.18,4.6,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,13,200748,7.0,,Williams V.,R,185.0,USA,26.674880219,54.0,445.0,201352,,,Morigami A.,R,,JPN,27.1047227926,65.0,388.0,6-1 2-6 6-4,3,R32,,5.0,8.0,88.0,53.0,39.0,15.0,,8.0,11.0,0.0,1.0,68.0,47.0,28.0,12.0,,4.0,8.0
295,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Granville L.,Bartoli M.,66.0,25.0,386.0,886.0,7.0,5.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,2.37,1.53,2.2,1.63,2.25,1.6,2.16,1.794,2.12,1.68,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,16,201281,,,Granville L.,R,175.0,USA,25.7741273101,66.0,386.0,201294,3.0,,Bartoli M.,R,170.0,FRA,22.3819301848,25.0,886.0,7-5 4-6 6-0,3,R32,,7.0,4.0,90.0,59.0,40.0,13.0,,6.0,10.0,2.0,2.0,94.0,67.0,36.0,11.0,,10.0,17.0
296,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Gajdosova J.,Birnerova E.,91.0,71.0,321.5,368.75,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.8,1.95,1.8,1.9,1.85,2.0,1.909,1.96,1.8,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,15,201457,,,Gajdosova J.,R,174.0,AUS,19.819301848,91.0,321.0,201356,,,Birnerova E.,R,,CZE,22.5160848734,71.0,368.0,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
297,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Peer S.,Laine E.,17.0,97.0,1139.0,297.25,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6,1.08,7.0,1.1,6.25,1.132,7.9,1.11,6.2,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,1,201424,1.0,,Peer S.,R,170.0,ISR,19.8056125941,17.0,1139.0,201441,,,Laine E.,L,,FIN,20.9034907598,97.0,297.0,6-4 6-3,3,R32,,0.0,4.0,62.0,34.0,20.0,12.0,,5.0,10.0,1.0,5.0,64.0,28.0,18.0,8.0,,8.0,15.0
298,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Pin C.,Lepchenko V.,76.0,95.0,356.75,306.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.571,2.65,1.5,2.5,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,11,201301,,,Pin C.,U,162.0,FRA,25.4866529774,76.0,356.0,201478,,,Lepchenko V.,L,180.0,USA,20.7501711157,95.0,306.0,7-5 6-1,3,R32,,0.0,1.0,56.0,47.0,30.0,7.0,,3.0,4.0,1.0,4.0,70.0,49.0,30.0,5.0,,3.0,8.0
299,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Stosur S.,Wozniak A.,28.0,105.0,713.0,273.75,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.18,4.33,1.18,4.5,1.2,4.2,1.238,4.8,1.18,4.6,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,12,201325,4.0,,Stosur S.,R,172.0,AUS,22.8911704312,28.0,713.0,201486,,,Wozniak A.,R,175.0,CAN,19.4524298426,105.0,273.0,6-2 7-5,3,R32,,9.0,5.0,74.0,40.0,28.0,17.0,,4.0,6.0,2.0,5.0,70.0,34.0,22.0,14.0,,6.0,11.0
300,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Sequera M.,Jidkova A.,84.0,262.0,330.75,94.0,6.0,4.0,1.0,6.0,7.0,5.0,2.0,1.0,Completed,1.83,1.83,1.95,1.8,1.91,1.83,1.952,1.952,2.0,1.77,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,2,201328,,,Sequera M.,R,,VEN,26.3874058864,84.0,330.0,200121,,Q,Jidkova A.,R,,RUS,30.0862422998,262.0,94.0,6-4 1-6 7-5,3,R32,,2.0,10.0,83.0,47.0,31.0,15.0,,2.0,7.0,1.0,1.0,97.0,59.0,38.0,19.0,,5.0,10.0
301,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,1st Round,3,Arvidsson S.,Bychkova E.,74.0,83.0,359.0,333.0,6.0,3.0,0.0,6.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.15,1.66,2.15,1.65,2.32,1.704,2.1,1.7,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,6,201387,,,Arvidsson S.,R,176.0,SWE,23.0088980151,74.0,359.0,201438,,,Bychkova E.,U,171.0,RUS,21.7084188912,83.0,333.0,6-3 0-6 6-4,3,R32,,4.0,3.0,87.0,57.0,35.0,11.0,,6.0,11.0,11.0,5.0,91.0,47.0,32.0,19.0,,10.0,15.0
302,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-20,3,Indoor,Hard,2nd Round,3,Tu M.,Craybas J.,70.0,55.0,369.5,443.5,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.5,2.4,1.53,2.3,1.57,2.57,1.599,2.45,1.52,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-20,20,200031,,,Tu M.,R,,USA,29.0896646133,70.0,369.0,200754,8.0,,Craybas J.,R,160.0,USA,32.629705681,55.0,443.0,6-3 6-1,3,R16,,0.0,3.0,49.0,24.0,18.0,16.0,,1.0,2.0,0.0,2.0,49.0,29.0,16.0,6.0,,5.0,10.0
303,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-21,3,Indoor,Hard,2nd Round,3,Williams V.,Wozniacki C.,54.0,160.0,445.0,173.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.19,4.33,1.18,4.5,1.2,4.2,1.226,5.02,1.2,4.3,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-21,23,200748,7.0,,Williams V.,R,185.0,USA,26.674880219,54.0,445.0,201496,,WC,Wozniacki C.,R,177.0,DEN,16.6105407255,160.0,173.0,6-4 6-4,3,R16,,7.0,2.0,63.0,40.0,24.0,12.0,,0.0,4.0,0.0,3.0,62.0,46.0,24.0,5.0,,3.0,9.0
304,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-21,3,Indoor,Hard,2nd Round,3,Stosur S.,Pin C.,28.0,76.0,713.0,356.75,6.0,2.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.36,3,1.38,2.9,1.4,2.8,1.441,3.07,1.42,2.78,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-21,22,201325,4.0,,Stosur S.,R,172.0,AUS,22.8911704312,28.0,713.0,201301,,,Pin C.,U,162.0,FRA,25.4866529774,76.0,356.0,6-2 6-7(1) 6-1,3,R16,,9.0,4.0,78.0,44.0,31.0,16.0,,6.0,9.0,0.0,0.0,91.0,78.0,41.0,3.0,,5.0,13.0
305,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-21,3,Indoor,Hard,2nd Round,3,Granville L.,Gajdosova J.,66.0,91.0,386.0,321.5,7.0,5.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,1.36,3,1.33,3.15,1.36,3.0,1.42,3.18,1.4,2.85,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-21,24,201281,,,Granville L.,R,175.0,USA,25.7741273101,66.0,386.0,201457,,,Gajdosova J.,R,174.0,AUS,19.819301848,91.0,321.0,7-5 3-6 7-5,3,R16,,,,,,,,,,,,,,,,,,,
306,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-21,3,Indoor,Hard,2nd Round,3,Arvidsson S.,Pratt N.,74.0,46.0,359.0,481.25,5.0,7.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,1.95,1.8,2.0,1.75,2.15,1.8,2.0,1.77,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-21,19,201387,,,Arvidsson S.,R,176.0,SWE,23.0088980151,74.0,359.0,200036,5.0,,Pratt N.,R,,AUS,33.9603011636,46.0,481.0,5-7 6-4 6-3,3,R16,,9.0,0.0,104.0,70.0,48.0,17.0,,5.0,8.0,7.0,3.0,92.0,58.0,37.0,20.0,,6.0,10.0
307,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-21,3,Indoor,Hard,2nd Round,3,Peer S.,Sequera M.,17.0,84.0,1139.0,330.75,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.05,8.5,1.08,7.0,1.08,6.95,1.077,11.5,1.07,7.8,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-21,17,201424,1.0,,Peer S.,R,170.0,ISR,19.8056125941,17.0,1139.0,201328,,,Sequera M.,R,,VEN,26.3874058864,84.0,330.0,6-0 6-0,3,R16,,3.0,1.0,37.0,23.0,16.0,10.0,,0.0,0.0,0.0,7.0,40.0,21.0,6.0,6.0,,5.0,11.0
308,13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2007-02-22,3,Indoor,Hard,Quarterfinals,3,Tu M.,Arvidsson S.,70.0,74.0,369.5,359.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.72,1.95,1.8,1.9,1.85,1.943,1.962,1.95,1.8,2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,2007-02-22,26,200031,,,Tu M.,R,,USA,29.0896646133,70.0,369.0,201387,,,Arvidsson S.,R,176.0,SWE,23.0088980151,74.0,359.0,6-0 6-2,3,QF,,2.0,3.0,36.0,27.0,25.0,3.0,,0.0,0.0,2.0,1.0,37.0,24.0,11.0,3.0,,0.0,5.0
309,14,Acapulco,Abierto Mexicano,2007-02-26,3,Outdoor,Clay,1st Round,3,Kanepi K.,Martinez Granados C.,65.0,166.0,396.5,167.75,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.53,2.4,1.53,2.4,1.606,2.55,1.55,2.37,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-26,14,201466,,,Kanepi K.,R,181.0,EST,21.7138945927,65.0,396.0,200751,,WC,Martinez Granados C.,R,,ESP,31.1019849418,166.0,167.0,6-2 6-2,3,R32,,0.0,5.0,46.0,29.0,22.0,8.0,,4.0,6.0,0.0,4.0,50.0,34.0,14.0,6.0,,2.0,8.0
310,14,Acapulco,Abierto Mexicano,2007-02-26,3,Outdoor,Clay,1st Round,3,Pous Tio L.,Sromova H.,103.0,125.0,283.25,241.75,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.62,1.43,2.7,1.45,2.65,1.481,2.88,1.5,2.5,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-26,7,201440,,,Pous Tio L.,U,,ESP,22.4038329911,103.0,283.0,201453,,,Sromova H.,U,,CZE,28.8815879535,125.0,241.0,6-1 7-5,3,R32,,1.0,4.0,58.0,38.0,25.0,9.0,,4.0,7.0,1.0,1.0,55.0,40.0,16.0,5.0,,4.0,11.0
311,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Schruff J.,Obziler T.,83.0,95.0,327.0,299.0,5.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,2.0,1.72,2.05,1.73,2.0,1.75,2.18,1.781,1.97,1.8,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,2,201361,,,Schruff J.,R,,GER,24.5311430527,83.0,327.0,200014,,,Obziler T.,R,,ISR,33.8562628337,95.0,299.0,5-7 6-2 6-2,3,R32,,0.0,4.0,78.0,51.0,31.0,18.0,,4.0,8.0,1.0,1.0,94.0,56.0,33.0,15.0,,5.0,12.0
312,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Cornet A.,Benesova I.,149.0,98.0,200.0,293.5,7.0,6.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,1.8,1.95,1.8,1.95,1.787,2.17,1.82,1.92,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,11,201427,,Q,Cornet A.,R,173.0,FRA,17.0951403149,149.0,200.0,201331,,,Benesova I.,L,170.0,CZE,24.0684462697,98.0,293.0,7-6(2) 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
313,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Bartoli M.,Pin C.,24.0,70.0,886.0,371.25,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.6,2.25,1.53,2.4,1.599,2.57,1.55,2.37,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,1,201294,1.0,,Bartoli M.,R,170.0,FRA,22.4010951403,24.0,886.0,201301,,,Pin C.,U,162.0,FRA,25.5058179329,70.0,371.0,7-6(7) 6-2,3,R32,,3.0,4.0,71.0,50.0,25.0,6.0,,5.0,10.0,0.0,2.0,94.0,79.0,37.0,5.0,,12.0,19.0
314,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Dulko G.,Widjaja J.,47.0,203.0,487.75,136.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,,,1.15,5.0,1.2,4.2,1.189,5.79,,,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,8,201363,6.0,,Dulko G.,R,170.0,ARG,22.0725530459,47.0,487.0,202370,,LL,Widjaja J.,R,,BRA,20.2217659138,203.0,136.0,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
315,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Birnerova E.,Arn G.,71.0,190.0,368.75,146.25,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.83,1.83,1.9,1.85,1.87,1.87,1.893,2.02,1.88,1.88,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,3,201356,,,Birnerova E.,R,,CZE,22.5352498289,71.0,368.0,201086,,Q,Arn G.,R,,HUN,27.8740588638,190.0,146.0,2-6 6-4 6-2,3,R32,,2.0,5.0,89.0,56.0,40.0,17.0,,10.0,12.0,1.0,4.0,85.0,52.0,32.0,18.0,,7.0,10.0
316,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Errani S.,Bammer S.,216.0,44.0,123.75,510.25,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,3.25,1.33,3.05,1.35,3.05,1.35,3.41,1.383,2.85,1.4,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,13,201506,,Q,Errani S.,R,164.0,ITA,19.8302532512,216.0,123.0,201446,7.0,,Bammer S.,L,174.0,AUT,26.8336755647,44.0,510.0,6-2 7-6(6),3,R32,,0.0,0.0,74.0,54.0,36.0,12.0,,3.0,5.0,0.0,4.0,64.0,36.0,24.0,11.0,,2.0,6.0
317,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Vinci R.,Harkleroad A.,43.0,88.0,528.0,323.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.48,2.55,1.5,2.5,1.625,2.5,1.5,2.45,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,10,201311,,,Vinci R.,R,163.0,ITA,24.0219028063,43.0,528.0,201315,,,Harkleroad A.,R,,USA,21.8206707734,88.0,323.0,6-3 6-3,3,R32,,0.0,3.0,52.0,34.0,25.0,10.0,,2.0,4.0,2.0,4.0,66.0,43.0,22.0,8.0,,9.0,14.0
318,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Pennetta F.,Dominguez Lino L.,42.0,64.0,528.0,401.75,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.43,2.7,1.45,2.65,1.51,2.81,1.45,2.65,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,9,201355,5.0,,Pennetta F.,R,172.0,ITA,25.0020533881,42.0,528.0,201452,,,Dominguez Lino L.,R,163.0,ESP,25.9082819986,64.0,401.0,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
319,14,Acapulco,Abierto Mexicano,2007-02-27,3,Outdoor,Clay,1st Round,3,Muller M.,Craybas J.,36.0,62.0,588.75,408.5,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.53,2.4,1.5,2.5,1.51,2.81,1.52,2.46,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-27,5,201310,3.0,,Muller M.,R,,GER,24.3778234086,36.0,588.0,200754,,,Craybas J.,R,160.0,USA,32.6488706366,62.0,408.0,6-4 6-3,3,R32,,1.0,8.0,69.0,47.0,26.0,12.0,,4.0,8.0,0.0,0.0,60.0,41.0,17.0,8.0,,4.0,11.0
320,14,Acapulco,Abierto Mexicano,2007-02-28,3,Outdoor,Clay,1st Round,3,Garbin T.,De Los Rios R.,27.0,191.0,759.0,144.75,4.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.14,5,1.16,4.85,,,1.193,5.69,1.2,4.3,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-28,16,200060,2.0,,Garbin T.,R,172.0,ITA,29.659137577,27.0,759.0,200709,,,De Los Rios R.,R,170.0,PAR,31.446954141,191.0,144.0,4-6 6-2 6-4,3,R32,,2.0,0.0,78.0,56.0,34.0,12.0,,3.0,8.0,0.0,1.0,81.0,64.0,34.0,6.0,,3.0,10.0
321,14,Acapulco,Abierto Mexicano,2007-02-28,3,Outdoor,Clay,2nd Round,3,Pennetta F.,Vinci R.,42.0,43.0,528.0,528.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.55,2.35,1.602,2.56,1.55,2.37,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-28,21,201355,5.0,,Pennetta F.,R,172.0,ITA,25.0020533881,42.0,528.0,201311,,,Vinci R.,R,163.0,ITA,24.0219028063,43.0,528.0,6-0 6-2,3,R16,,6.0,4.0,44.0,25.0,20.0,10.0,,1.0,1.0,2.0,1.0,39.0,29.0,13.0,3.0,,1.0,6.0
322,14,Acapulco,Abierto Mexicano,2007-02-28,3,Outdoor,Clay,2nd Round,3,Errani S.,Kanepi K.,216.0,65.0,123.75,396.5,1.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.7,1.556,2.38,1.55,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-28,23,201506,,Q,Errani S.,R,164.0,ITA,19.8302532512,216.0,123.0,201466,,,Kanepi K.,R,181.0,EST,21.7138945927,65.0,396.0,1-6 6-3 6-4,3,R16,,0.0,1.0,74.0,57.0,24.0,9.0,,2.0,10.0,1.0,9.0,79.0,50.0,27.0,10.0,,9.0,17.0
323,14,Acapulco,Abierto Mexicano,2007-02-28,3,Outdoor,Clay,2nd Round,3,Loit E.,Muller M.,52.0,36.0,454.5,588.75,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2,1.75,2.0,1.75,2.0,1.877,2.04,1.77,2.0,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-02-28,19,200104,,,Loit E.,L,,FRA,27.7180013689,52.0,454.0,201310,3.0,,Muller M.,R,,GER,24.3778234086,36.0,588.0,6-2 6-2,3,R16,,0.0,0.0,49.0,39.0,24.0,7.0,,1.0,3.0,0.0,1.0,49.0,32.0,13.0,6.0,,6.0,12.0
324,14,Acapulco,Abierto Mexicano,2007-03-01,3,Outdoor,Clay,2nd Round,3,Dulko G.,Pous Tio L.,47.0,103.0,487.75,283.25,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,1.55,2.35,,,1.599,2.57,1.45,2.65,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-03-01,20,201363,6.0,,Dulko G.,R,170.0,ARG,22.0725530459,47.0,487.0,201440,,,Pous Tio L.,U,,ESP,22.4038329911,103.0,283.0,7-6(2) 7-6(7),3,R16,,4.0,1.0,84.0,53.0,32.0,20.0,,1.0,5.0,3.0,5.0,85.0,49.0,28.0,19.0,,4.0,8.0
325,14,Acapulco,Abierto Mexicano,2007-03-01,3,Outdoor,Clay,2nd Round,3,Schruff J.,Bartoli M.,83.0,24.0,327.0,886.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,1.95,1.8,2.0,1.75,2.23,1.752,2.05,1.73,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-03-01,17,201361,,,Schruff J.,R,,GER,24.5311430527,83.0,327.0,201294,1.0,,Bartoli M.,R,170.0,FRA,22.4010951403,24.0,886.0,6-0 6-4,3,R16,,1.0,1.0,58.0,39.0,22.0,12.0,,4.0,6.0,1.0,1.0,68.0,50.0,25.0,4.0,,5.0,11.0
326,14,Acapulco,Abierto Mexicano,2007-03-01,3,Outdoor,Clay,2nd Round,3,Garbin T.,Gubacsi Z.,27.0,198.0,759.0,139.25,6.0,4.0,3.0,0.0,,,1.0,0.0,Retired,1.16,4.5,1.18,4.5,1.2,4.2,1.199,5.53,1.18,4.6,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-03-01,24,200060,2.0,,Garbin T.,R,172.0,ITA,29.659137577,27.0,759.0,201298,,Q,Gubacsi Z.,R,,HUN,25.8918548939,198.0,139.0,6-4 3-0 RET,3,R16,,1.0,3.0,35.0,28.0,21.0,3.0,,0.0,1.0,0.0,1.0,47.0,32.0,17.0,5.0,,5.0,8.0
327,14,Acapulco,Abierto Mexicano,2007-03-01,3,Outdoor,Clay,Quarterfinals,3,Loit E.,Dulko G.,52.0,47.0,454.5,487.75,5.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.61,2.2,1.63,2.2,1.63,2.2,1.641,2.46,1.7,2.1,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-03-01,26,200104,,,Loit E.,L,,FRA,27.7180013689,52.0,454.0,201363,6.0,,Dulko G.,R,170.0,ARG,22.0725530459,47.0,487.0,5-7 6-4 6-1,3,QF,,3.0,5.0,100.0,59.0,38.0,18.0,,8.0,13.0,1.0,10.0,100.0,62.0,37.0,14.0,,10.0,17.0
328,14,Acapulco,Abierto Mexicano,2007-03-01,3,Outdoor,Clay,Quarterfinals,3,Pennetta F.,Cornet A.,42.0,149.0,528.0,200.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.28,3.46,1.333,3.7,1.3,3.35,2007-W-T3-MEX-01A-2007,Acapulco,Clay,32,T3,2007-03-01,27,201355,5.0,,Pennetta F.,R,172.0,ITA,25.0020533881,42.0,528.0,201427,,Q,Cornet A.,R,173.0,FRA,17.0951403149,149.0,200.0,7-5 6-4,3,QF,,0.0,3.0,87.0,59.0,34.0,14.0,,8.0,11.0,1.0,10.0,65.0,30.0,21.0,13.0,,5.0,10.0
